file_name,number_leaves,nodes_number,execution_time_kolo,[BRANCH-LENGTH]-ffac_best_correction_factor,[BRANCH-LENGTH]-execution_time_radial_layout,[BRANCH-LENGTH]-execution_time_corrections_adj_based,[BRANCH-LENGTH]-execution_time_corrections_fixed_based,[BRANCH-LENGTH]-unordered_tree_stress,[BRANCH-LENGTH]-ordered_tree_stress,[BRANCH-LENGTH]-ordered_tree_fixed_angle_correction_stress,[BRANCH-LENGTH]-ordered_tree_adj_based_corrections_stress,[LEAF-COUNT]-nodes_number,[LEAF-COUNT]-execution_time_kolo,[LEAF-COUNT]-ffac_best_correction_factor,[LEAF-COUNT]-execution_time_radial_layout,[LEAF-COUNT]-execution_time_corrections_adj_based,[LEAF-COUNT]-execution_time_corrections_fixed_based,[LEAF-COUNT]-unordered_tree_stress,[LEAF-COUNT]-ordered_tree_stress,[LEAF-COUNT]-ordered_tree_fixed_angle_correction_stress,[LEAF-COUNT]-ordered_tree_adj_based_corrections_stress
S127320,78,143,0.08466196060180664,2.8,0.1428380012512207,0.94539475440979,5.2418107986450195,0.6500810372949037,0.6491133047693954,0.6373311962262572,0.648518855335359,143,0.1208791732788086,1.9999999999999998,0.1865837574005127,0.6972386837005615,6.056706666946411,0.4756410144401943,0.47662848831980736,0.47662848831980736,0.47578017335241996
S119251,16,31,0.0018177032470703125,2.1999999999999997,0.006128072738647461,0.1194448471069336,0.22298932075500488,0.4036516630084616,0.4045852668646691,0.4038898909485059,0.37899822782141435,31,0.0018608570098876953,1.9999999999999998,0.005904674530029297,0.11381268501281738,0.20133447647094727,0.3029507591012273,0.30138995056210205,0.3013899505621021,0.2996163028616896
S138601,28,55,0.013791084289550781,2.5999999999999996,0.03310537338256836,0.4216010570526123,1.4334912300109863,1.2288317004389913,1.1978321502223572,1.1904261628577297,1.1846674894194857,55,0.006722927093505859,1.9999999999999998,0.023064374923706055,0.29627513885498047,0.8521096706390381,0.32248589883796486,0.325905852398241,0.3259058523982409,0.3187976302185845
S128590,40,79,0.014426469802856445,2.1999999999999997,0.04142117500305176,0.5427980422973633,1.546809196472168,0.5929443151094657,0.5741470522074064,0.5723304078872629,0.5721453694939584,79,0.017996788024902344,1.9999999999999998,0.05213499069213867,0.4324045181274414,1.9326708316802979,0.4220547640648191,0.42244908027049644,0.42244908027049655,0.42159011038814226
S160291,36,71,0.011486530303955078,2.1999999999999997,0.040471792221069336,0.24733400344848633,1.2319295406341553,0.46087951215462597,0.4765977153578535,0.4765426703074875,0.4742264125925297,71,0.010531902313232422,1.9999999999999998,0.03398561477661133,0.2866039276123047,1.2005183696746826,0.3637992271561463,0.37085256008557665,0.37085256008557665,0.3700308801309476
S120360,34,66,0.02119898796081543,2.3999999999999995,0.027198314666748047,0.1727008819580078,0.9754540920257568,0.525512411939217,0.5396146156087339,0.5335942604471069,0.5428008584512317,66,0.021253585815429688,1.9999999999999998,0.02614283561706543,0.23770880699157715,0.9461441040039062,0.3873298528960928,0.3791781493379187,0.3791781493379187,0.3778869988979123
S138604,37,69,0.019564151763916016,1.7999999999999998,0.04302668571472168,0.289764404296875,1.5168442726135254,1.2399040497799785,1.1985930912262457,1.1984654030395694,1.197559574264162,69,0.01699042320251465,1.9999999999999998,0.036307334899902344,0.24392437934875488,1.3766155242919922,0.32644150579437237,0.32730618016624274,0.3273061801662427,0.3259173639727627
S114850,30,59,0.00642085075378418,2.1999999999999997,0.021454572677612305,0.21211981773376465,0.7721641063690186,0.5424759960759138,0.5395539468231106,0.5368848488800332,0.5390129654597983,59,0.006451606750488281,1.9999999999999998,0.020751237869262695,0.20130586624145508,0.7517504692077637,0.3842797231091486,0.3838493494897938,0.38384934948979393,0.382158262713935
S129430,106,197,0.21933603286743164,1.0,0.2959482669830322,1.1568982601165771,11.266507387161255,1.27615534266632,1.3221902953622406,1.25094303278399,1.3231447097186544,197,0.26850414276123047,1.9999999999999998,0.3235487937927246,1.364990472793579,11.671650886535645,0.47920152918611714,0.4795609583954124,0.4795609583954126,0.4789276837519432
S136642,90,179,0.19338512420654297,2.1999999999999997,0.38970112800598145,1.9616045951843262,12.716547012329102,0.5045059091865502,0.5249245413185633,0.5226881990487559,0.5250989359218948,179,0.1469724178314209,1.9999999999999998,0.26991915702819824,1.0818212032318115,9.707812547683716,0.47292118212719175,0.46438050417193927,0.46438050417193927,0.4642222653877336
S104891,10,19,0.0007846355438232422,3.5999999999999996,0.002363920211791992,0.035569190979003906,0.07811903953552246,0.3392538471163561,0.3096532814922852,0.2965059081002176,0.29596060606358715,19,0.0007712841033935547,1.9999999999999998,0.002240896224975586,0.04895830154418945,0.0747840404510498,0.25398603522887214,0.2559463277026423,0.2559463277026423,0.2638892779048817
S107362,139,277,0.380291223526001,1.5999999999999999,0.5564398765563965,2.9821345806121826,21.74639368057251,0.7641268932718613,0.7643205162641047,0.757367618909822,0.7634341530552932,277,0.39029693603515625,1.9999999999999998,0.5438327789306641,2.000863552093506,21.006243467330933,0.4964170303146504,0.4943267627675106,0.49432676276751075,0.4939587154058483
S139551,8,14,0.001596212387084961,2.5999999999999996,0.0015721321105957031,0.04713797569274902,0.049594879150390625,0.3403306522872441,0.3244032279185408,0.31242861980303016,0.32341983372694044,14,0.0022394657135009766,1.9999999999999998,0.0014760494232177734,0.06088423728942871,0.04889392852783203,0.22884303265247946,0.22873304185586263,0.22873304185586263,0.24249295870770085
S129750,53,104,0.08120512962341309,2.1999999999999997,0.08202791213989258,0.710674524307251,3.539529800415039,0.49295916722684124,0.5332265241498533,0.5280840938715863,0.5321979339884577,104,0.07890605926513672,1.9999999999999998,0.08062624931335449,0.5366935729980469,4.138911724090576,0.44564548983245694,0.45180834662025265,0.45180834662025265,0.45070464959407774
S142876,197,393,1.3883872032165527,2.1999999999999997,1.4641852378845215,6.474565267562866,52.23564553260803,0.5612692307573929,0.5590442900445658,0.5582548629918429,0.5584411102500548,393,1.3748881816864014,1.9999999999999998,1.3212623596191406,6.422473192214966,48.5517954826355,0.5556006007890176,0.5527516622973213,0.5527516622973212,0.5521495371507369
