file_name,avg_branch_factor,number_leaves,nodes_number,execution_time_kolo,[BRANCH-LENGTH]-ffac_best_correction_factor,[BRANCH-LENGTH]-execution_time_radial_layout,[BRANCH-LENGTH]-execution_time_corrections_adj_based,[BRANCH-LENGTH]-execution_time_corrections_fixed_based,[BRANCH-LENGTH]-unordered_tree_stress,[BRANCH-LENGTH]-ordered_tree_stress,[BRANCH-LENGTH]-ordered_tree_fixed_angle_correction_stress,[BRANCH-LENGTH]-ordered_tree_adj_based_corrections_stress,[LEAF-COUNT]-nodes_number,[LEAF-COUNT]-execution_time_kolo,[LEAF-COUNT]-ffac_best_correction_factor,[LEAF-COUNT]-execution_time_radial_layout,[LEAF-COUNT]-execution_time_corrections_adj_based,[LEAF-COUNT]-execution_time_corrections_fixed_based,[LEAF-COUNT]-unordered_tree_stress,[LEAF-COUNT]-ordered_tree_stress,[LEAF-COUNT]-ordered_tree_fixed_angle_correction_stress,[LEAF-COUNT]-ordered_tree_adj_based_corrections_stress
S112741,2.0046511627906978,217,432,4.552439689636231,1.7999999999999998,1.4177296161651611,6.441348075866699,49.88815784454346,0.8674598689204633,0.87450659238012,0.8730785763702489,0.8739924197628053,432,4.150396108627319,2.0,1.8304760456085205,4.764973878860474,49.78285503387451,0.6244176041373175,0.6232520101834774,0.6232520101834774,0.622945468372611
S142870,2.005128205128205,197,392,1.292454481124878,1.7999999999999998,1.4840402603149414,6.701672554016113,50.92922520637512,0.8537849150454545,0.9776421723203192,0.9737407644741332,0.975490384911076,392,1.5542008876800537,2.0,1.5225603580474854,8.57582712173462,54.39554023742676,0.6517737194791143,0.6518233982988763,0.6518233982988764,0.6504836474060225
S112742,2.0064935064935066,156,310,1.4883363246917725,3.1999999999999997,0.6847896575927734,4.362954139709473,24.95420336723328,1.0215385959680283,1.0105611079649874,0.999367926310752,1.011226231666056,310,1.4976537227630615,2.0,0.6483123302459717,3.331265926361084,23.892330408096317,0.603194147225833,0.6044925931192803,0.6044925931192803,0.6041172784078489
S149121,2.0064935064935066,156,310,1.572659969329834,2.0,0.8332946300506592,2.6695234775543213,26.237983465194706,0.5551321190119634,0.5528471688712624,0.5528471688712624,0.5520583765510009,310,1.865461587905884,2.0,0.948028564453125,4.0774688720703125,29.89295053482056,0.5454669787141111,0.5458568309342487,0.5458568309342489,0.5451290786838102
S1094310,2.0093457943925235,109,216,0.5708799362182617,1.2,0.3440279960632324,1.303816318511963,12.143563985824583,0.5979965143642753,0.5984475250851402,0.5942237131988644,0.5988674879060809,216,0.5502223968505859,2.0,0.3429956436157226,1.7656621932983398,11.612441062927246,0.3131181455248571,0.3105708172951197,0.3105708172951196,0.3103927092007859
S110200,2.0096153846153846,106,210,0.480320930480957,2.6,0.3395228385925293,2.8656013011932373,12.943791151046751,0.3699334564402348,0.3828272012874328,0.3781634508411678,0.3856157921736778,210,0.5336225032806396,2.0,0.3570685386657715,1.905890703201294,13.326036214828491,0.200910470922884,0.2005385885931655,0.2005385885931655,0.2002507029398367
S103740,2.00990099009901,103,204,0.4732387065887451,2.0,0.2931971549987793,1.646625280380249,10.669296264648438,0.5282896486856886,0.5279233371787478,0.5279233371787477,0.5272518183373524,204,0.440115213394165,2.0,0.2843883037567138,1.1351475715637207,9.945980787277222,0.498989516647766,0.4993276553811683,0.4993276553811684,0.4988401604090186
S108260,2.011111111111111,92,182,0.3333024978637695,1.6,0.2440557479858398,2.495727062225342,8.179881572723389,0.4800464170599634,0.4861930515708202,0.4808845063731616,0.4872976142019705,182,0.314363956451416,2.2,0.2186014652252197,1.2878336906433103,8.353615283966064,0.3759540274564874,0.3717041108437235,0.3711735341484381,0.3715112193634451
S108261,2.0112359550561796,91,180,0.2979664802551269,1.6,0.2225420475006103,1.6523442268371582,7.9958460330963135,0.4372892141670443,0.4453942979875163,0.4395288203361011,0.4452490463801414,180,0.34014892578125,2.2,0.2325029373168945,1.0218238830566406,8.331361770629883,0.3559145982818182,0.3686820502978258,0.3675685883894504,0.3682522375391067
S144601,2.0114942528735633,89,176,0.4219892024993896,4.799999999999999,0.235823392868042,0.9869623184204102,9.441962242126465,0.8310796170073352,0.811172196448896,0.7635602976722121,0.8101386072308808,176,0.4279103279113769,2.2,0.2616760730743408,1.4761297702789309,9.491595268249512,0.4225151628511303,0.4208913145651782,0.4189866069907916,0.4211003469468012
S120361,2.011764705882353,87,172,0.2824280261993408,2.0,0.2161962985992431,0.858950138092041,7.549811840057373,0.5916743740179538,0.5642694513742121,0.564269451374212,0.5643135542529091,172,0.2836308479309082,1.7999999999999998,0.2073476314544677,1.1176981925964355,7.1756086349487305,0.4613704634453518,0.4633384235103991,0.4629734057408706,0.4630839194389625
S147721,2.0125,82,162,0.3240294456481933,3.6,0.2591567039489746,1.0220401287078855,8.520567893981934,0.613717512209243,0.6527414388218572,0.5917947180931018,0.6506590048714602,162,0.2970008850097656,2.0,0.2701539993286133,1.187499761581421,7.788397312164307,0.4560956450379262,0.4574150975334647,0.4574150975334647,0.4559537279813864
S126072,2.0126582278481013,81,160,0.2266037464141845,2.6,0.1773641109466552,0.7555644512176514,7.01123046875,0.5428927649840053,0.5377958723903848,0.5181995927713813,0.5373451146631542,160,0.2367002964019775,2.0,0.1877117156982422,0.8521912097930908,6.610337257385254,0.3804291012330586,0.3722999432978047,0.3722999432978048,0.3715552338023573
S107600,2.0128205128205128,80,158,0.2460708618164062,2.0,0.2028143405914306,1.156811237335205,6.873471260070801,0.6657052081967416,0.6992107359192935,0.6992107359192935,0.6994415598898166,158,0.2281608581542968,2.0,0.1739571094512939,0.7495536804199219,7.147344589233398,0.4621762832266101,0.461613321890354,0.461613321890354,0.4608891396297787
S109438,2.013157894736842,78,154,0.204207181930542,1.0,0.1749074459075927,0.7455286979675293,6.5412023067474365,0.7886647021559442,0.7884559697505635,0.7866622427115352,0.7879284915131596,154,0.207468032836914,2.0,0.1637578010559082,0.6812572479248047,5.769719362258911,0.331731676818238,0.3302518768954782,0.3302518768954784,0.3296377000190713
S135370,2.0135135135135136,76,150,0.2288951873779297,2.0,0.1951782703399658,1.2265510559082031,7.0619447231292725,0.5269883038267112,0.5194595502460416,0.5194595502460414,0.5187163616498928,150,0.3026928901672363,2.0,0.2378654479980468,1.186758041381836,8.386670589447021,0.4882698782900678,0.489557703026908,0.489557703026908,0.4890221217346244
